village,state,date,outbreak,outbreak_type,risk_level,risk_score,total_diarrhea_cases,total_fever_cases,total_vomiting_cases,total_affected_population,water_contaminated,flooding_occurred,high_rainfall_event,outbreak_duration_days,cases_hospitalized,cases_recovered,intervention_needed,alert_level,reported_by,verification_status
Barpeta Village,Assam,2023-07-11,0,None,Medium,16.2,0,6,6,26,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Belonia Rural,Tripura,2023-07-11,1,Water-borne,Critical,74.4,6,10,2,42,1,1,1,11,0,4,1,Red,Clinic,Pending
Jowai Rural,Meghalaya,2023-07-11,0,None,Low,11.8,2,2,4,13,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Williamnagar Village,Meghalaya,2023-07-11,1,Weather-related,High,45.4,12,6,2,36,0,0,1,16,2,10,1,Orange,ASHA Worker,Under Investigation
Resubelpara Rural,Meghalaya,2023-07-11,0,None,Critical,52.4,4,8,2,19,0,1,1,0,0,0,1,Green,Clinic,Under Investigation
Dimapur Village,Nagaland,2023-07-12,1,Water-borne,Critical,56.0,8,10,0,41,1,0,1,12,2,7,1,Orange,Community Leader,Verified
Williamnagar Village,Meghalaya,2023-07-12,0,None,High,30.4,0,2,2,9,1,0,1,0,0,0,1,Orange,District Health Office,Verified
Teliamura Rural,Tripura,2023-07-12,0,None,High,48.2,4,22,6,52,0,0,0,0,0,0,1,Yellow,Clinic,Under Investigation
Kohima Rural,Nagaland,2023-07-12,1,Water-borne,Critical,54.8,10,10,4,49,1,0,0,5,1,8,1,Orange,Clinic,Verified
Resubelpara Rural,Meghalaya,2023-07-12,0,None,High,42.4,6,4,12,37,0,0,1,0,0,0,1,Orange,District Health Office,Verified
Lawngtlai Village,Mizoram,2023-07-12,1,Flood-related,Critical,56.4,6,8,2,19,0,1,1,6,2,5,1,Orange,Clinic,Verified
Pakyong Village,Sikkim,2023-07-12,1,Flood-related,Critical,55.8,8,10,4,37,0,1,0,3,1,7,1,Orange,Clinic,Verified
Dharmanagar Rural,Tripura,2023-07-13,1,Water-borne,High,42.4,6,2,2,19,1,0,1,14,2,5,1,Red,Clinic,Pending
Karimganj Village,Assam,2023-07-13,0,None,High,44.0,2,10,0,20,1,0,1,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Tezpur Rural,Assam,2023-07-13,0,None,Critical,61.4,4,4,2,23,1,1,1,0,0,0,1,Yellow,ASHA Worker,Verified
Dibrugarh Rural,Assam,2023-07-13,0,None,High,43.6,6,8,8,36,0,0,1,0,0,0,1,Orange,Clinic,Under Investigation
Tamenglong Rural,Manipur,2023-07-13,0,None,Medium,26.0,2,8,0,14,0,0,1,0,0,0,1,Green,ASHA Worker,Under Investigation
Imphal Rural,Manipur,2023-07-13,0,None,High,30.8,2,8,4,26,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Khliehriat Village,Meghalaya,2023-07-13,0,None,High,32.8,2,6,4,23,1,0,0,0,0,0,1,Orange,Clinic,Pending
Jowai Rural,Meghalaya,2023-07-14,1,Flood-related,High,45.8,6,6,4,32,0,1,0,7,0,5,1,Green,ASHA Worker,Under Investigation
Jowai Rural,Meghalaya,2023-07-14,0,None,High,34.8,4,8,4,21,0,0,1,0,0,0,1,Green,Community Leader,Under Investigation
Dimapur Village,Nagaland,2023-07-14,0,None,Critical,69.2,4,6,6,36,1,1,1,0,0,0,1,Green,District Health Office,Under Investigation
Serchhip Village,Mizoram,2023-07-14,0,None,High,39.6,6,12,8,41,0,0,0,0,0,0,1,Green,Clinic,Under Investigation
Tawang Rural,Arunachal Pradesh,2023-07-14,1,Weather-related,Critical,54.4,18,4,2,28,0,0,1,4,2,14,1,Red,District Health Office,Under Investigation
Pakyong Village,Sikkim,2023-07-14,1,Flood-related,Critical,70.8,12,8,4,40,0,1,1,14,3,11,1,Orange,ASHA Worker,Verified
Itanagar Rural,Arunachal Pradesh,2023-07-14,1,Weather-related,Critical,64.2,16,10,6,51,0,0,1,5,5,14,1,Green,ASHA Worker,Verified
Mangan Village,Sikkim,2023-07-15,0,None,Critical,53.2,4,12,6,34,0,1,0,0,0,0,1,Green,Community Leader,Verified
Jowai Rural,Meghalaya,2023-07-15,1,Flood-related,High,39.8,6,2,4,17,0,1,0,1,0,5,1,Yellow,ASHA Worker,Verified
Roing Village,Arunachal Pradesh,2023-07-15,0,None,Low,13.0,0,2,0,3,0,0,1,0,0,0,0,Green,Community Leader,Verified
Mangan Village,Sikkim,2023-07-15,1,Community-spread,High,35.4,12,6,2,31,0,0,0,11,4,10,1,Yellow,Clinic,Pending
Jowai Rural,Meghalaya,2023-07-15,0,None,Medium,19.4,4,6,2,29,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Jiribam Village,Manipur,2023-07-15,1,Flood-related,Critical,57.2,6,12,6,47,0,1,0,6,2,5,1,Red,ASHA Worker,Verified
Itanagar Rural,Arunachal Pradesh,2023-07-15,0,None,High,32.8,6,4,4,32,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Singtam Village,Sikkim,2023-07-16,1,Water-borne,Critical,51.2,8,2,6,26,1,0,1,14,2,7,1,Orange,Clinic,Under Investigation
Rangpo Rural,Sikkim,2023-07-16,1,Community-spread,High,39.2,10,8,6,38,0,0,0,8,2,9,1,Green,Clinic,Pending
Kailashahar Village,Tripura,2023-07-16,1,Water-borne,Critical,63.8,6,8,4,44,1,1,0,5,2,4,1,Green,Community Leader,Pending
Kolasib Rural,Mizoram,2023-07-16,1,Community-spread,Medium,28.0,8,8,0,38,0,0,0,11,2,6,1,Orange,Clinic,Verified
Lunglei Village,Mizoram,2023-07-16,1,Community-spread,High,35.2,8,8,6,37,0,0,0,11,0,7,1,Red,Clinic,Verified
Resubelpara Rural,Meghalaya,2023-07-16,0,None,High,46.4,2,10,2,22,1,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Belonia Rural,Tripura,2023-07-16,0,None,Medium,19.8,6,2,4,14,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Aizawl Rural,Mizoram,2023-07-17,1,Flood-related,High,39.8,6,2,4,25,0,1,0,10,0,5,1,Yellow,ASHA Worker,Verified
Dharmanagar Rural,Tripura,2023-07-17,0,None,Low,10.0,2,4,0,13,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Lunglei Village,Mizoram,2023-07-17,0,None,High,31.0,4,2,0,9,0,1,0,0,0,0,1,Green,ASHA Worker,Verified
Imphal Rural,Manipur,2023-07-17,1,Water-borne,High,38.4,6,6,2,34,1,0,0,13,1,5,1,Green,District Health Office,Verified
Thoubal Village,Manipur,2023-07-17,0,None,Medium,24.4,6,0,2,14,0,0,1,0,0,0,0,Yellow,District Health Office,Under Investigation
Williamnagar Village,Meghalaya,2023-07-17,0,None,High,39.0,4,4,0,16,1,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Barpeta Village,Assam,2023-07-17,1,Flood-related,Critical,50.8,10,4,4,39,0,1,0,5,1,8,1,Yellow,ASHA Worker,Under Investigation
Rangpo Rural,Sikkim,2023-07-18,1,Water-borne,High,34.8,6,2,4,25,1,0,0,3,1,5,1,Red,Clinic,Under Investigation
Wokha Rural,Nagaland,2023-07-18,0,None,Critical,56.4,4,14,2,37,1,0,1,0,0,0,1,Orange,District Health Office,Verified
Jorethang Rural,Sikkim,2023-07-18,0,None,High,30.2,4,10,6,45,0,0,0,0,0,0,1,Yellow,Community Leader,Verified
Gangtok Rural,Sikkim,2023-07-18,0,None,Critical,56.8,2,12,4,23,0,1,1,0,0,0,1,Green,ASHA Worker,Verified
Guwahati Rural,Assam,2023-07-18,1,Flood-related,High,49.4,12,2,2,25,0,1,0,4,3,10,1,Yellow,ASHA Worker,Under Investigation
Tamenglong Rural,Manipur,2023-07-18,1,Water-borne,Critical,61.4,6,8,2,22,1,1,0,20,1,5,1,Orange,Community Leader,Pending
Rangpo Rural,Sikkim,2023-07-18,0,None,Medium,28.0,4,0,0,6,0,1,0,0,0,0,1,Green,ASHA Worker,Verified
Wokha Rural,Nagaland,2023-07-19,0,None,High,33.2,4,2,6,16,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Roing Village,Arunachal Pradesh,2023-07-19,1,Community-spread,High,38.0,10,12,0,40,0,0,0,12,3,8,1,Red,Clinic,Under Investigation
Bomdila Rural,Arunachal Pradesh,2023-07-19,1,Weather-related,High,34.8,10,0,4,19,0,0,1,20,1,9,1,Orange,Clinic,Verified
Pakyong Village,Sikkim,2023-07-19,0,None,High,40.4,2,6,2,15,1,0,1,0,0,0,1,Green,Clinic,Verified
Dimapur Village,Nagaland,2023-07-19,0,None,High,31.8,2,2,4,14,0,1,0,0,0,0,1,Yellow,District Health Office,Verified
Tezpur Village,Arunachal Pradesh,2023-07-19,0,None,Medium,29.4,4,6,2,23,0,0,1,0,0,0,1,Green,District Health Office,Pending
Ziro Village,Arunachal Pradesh,2023-07-19,1,Water-borne,Critical,50.2,6,4,6,20,1,0,1,12,1,5,1,Yellow,ASHA Worker,Verified
Itanagar Rural,Arunachal Pradesh,2023-07-20,1,Community-spread,High,39.8,16,2,4,39,0,0,0,12,4,13,1,Green,Clinic,Pending
Zunheboto Village,Nagaland,2023-07-20,0,None,Medium,20.8,0,4,4,19,0,0,1,0,0,0,0,Orange,Clinic,Verified
Guwahati Rural,Assam,2023-07-20,1,Weather-related,High,36.0,10,4,0,33,0,0,1,20,1,8,1,Yellow,Community Leader,Verified
Tezpur Village,Arunachal Pradesh,2023-07-20,0,None,Medium,19.6,2,4,8,18,0,0,0,0,0,0,0,Green,Clinic,Verified
Khowai Village,Tripura,2023-07-20,1,Weather-related,High,46.4,8,12,2,48,0,0,1,7,2,7,1,Orange,Clinic,Verified
Hnahthial Village,Mizoram,2023-07-20,1,Water-borne,Critical,76.8,6,10,4,38,1,1,1,20,1,5,1,Orange,ASHA Worker,Verified
Aizawl Rural,Mizoram,2023-07-20,0,None,Medium,16.0,2,8,0,24,0,0,0,0,0,0,0,Orange,Clinic,Verified
Bomdila Rural,Arunachal Pradesh,2023-07-21,0,None,High,37.0,4,6,0,20,0,1,0,0,0,0,1,Green,District Health Office,Verified
Pasighat Rural,Arunachal Pradesh,2023-07-21,0,None,High,31.2,4,4,6,26,0,0,1,0,0,0,1,Green,Clinic,Under Investigation
Pakyong Village,Sikkim,2023-07-21,0,None,High,33.8,2,0,4,13,1,0,1,0,0,0,1,Green,Clinic,Verified
Tura Village,Meghalaya,2023-07-21,0,None,High,32.0,2,2,0,4,1,0,1,0,0,0,1,Orange,ASHA Worker,Verified
Dharmanagar Rural,Tripura,2023-07-21,1,Water-borne,High,36.0,6,6,0,16,1,0,0,8,1,5,1,Yellow,ASHA Worker,Verified
Tezpur Village,Arunachal Pradesh,2023-07-21,1,Flood-related,Critical,64.2,6,10,6,33,0,1,1,12,0,4,1,Red,Clinic,Pending
Kailashahar Village,Tripura,2023-07-21,0,None,Low,12.4,2,4,2,15,0,0,0,0,0,0,0,Green,District Health Office,Verified
Barpeta Village,Assam,2023-07-22,0,None,High,32.0,4,8,10,39,0,0,0,0,0,0,1,Orange,Clinic,Verified
Gangtok Rural,Sikkim,2023-07-22,1,Water-borne,High,39.8,10,0,4,29,1,0,0,2,1,9,1,Red,District Health Office,Under Investigation
Ukhrul Village,Manipur,2023-07-22,1,Weather-related,High,42.2,8,6,6,30,0,0,1,13,1,6,1,Orange,Clinic,Under Investigation
Udaipur Village,Tripura,2023-07-22,0,None,High,36.8,2,12,4,26,0,0,1,0,0,0,1,Green,District Health Office,Pending
Bishnupur Rural,Manipur,2023-07-22,0,None,High,31.2,4,4,6,27,0,0,1,0,0,0,1,Red,Community Leader,Pending
Rangpo Rural,Sikkim,2023-07-22,0,None,Medium,29.4,0,8,2,18,1,0,0,0,0,0,1,Green,Clinic,Verified
Saitual Rural,Mizoram,2023-07-22,0,None,Medium,24.4,0,8,2,23,0,0,1,0,0,0,0,Yellow,Clinic,Verified
Tuensang Village,Nagaland,2023-07-23,1,Water-borne,Critical,55.4,10,12,2,55,1,0,0,19,3,9,1,Yellow,ASHA Worker,Verified
Williamnagar Village,Meghalaya,2023-07-23,1,Water-borne,Medium,29.4,6,0,2,19,1,0,0,20,2,5,1,Yellow,Clinic,Pending
Zunheboto Village,Nagaland,2023-07-23,1,Water-borne,High,39.4,6,0,2,15,1,0,1,16,2,5,1,Yellow,District Health Office,Pending
Ziro Village,Arunachal Pradesh,2023-07-23,1,Flood-related,Critical,60.6,14,2,8,53,0,1,0,10,1,11,1,Green,Community Leader,Verified
Phek Rural,Nagaland,2023-07-23,0,None,Critical,62.2,4,8,6,35,1,1,0,0,0,0,1,Yellow,ASHA Worker,Verified
Tezpur Village,Arunachal Pradesh,2023-07-23,0,None,High,30.8,2,8,4,27,0,0,1,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Zunheboto Village,Nagaland,2023-07-23,0,None,Medium,28.0,2,16,0,28,0,0,0,0,0,0,1,Orange,District Health Office,Verified
Wokha Rural,Nagaland,2023-07-24,1,Weather-related,High,39.2,8,4,6,25,0,0,1,5,1,6,1,Red,District Health Office,Under Investigation
Kolasib Rural,Mizoram,2023-07-24,0,None,Low,9.4,2,2,2,12,0,0,0,0,0,0,0,Yellow,Community Leader,Pending
Dimapur Village,Nagaland,2023-07-24,0,None,Low,14.0,4,4,0,10,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Dimapur Village,Nagaland,2023-07-24,0,None,High,34.4,2,2,2,14,1,0,1,0,0,0,1,Green,ASHA Worker,Under Investigation
Tezpur Village,Arunachal Pradesh,2023-07-24,0,None,High,34.8,4,8,4,37,0,0,1,0,0,0,1,Green,District Health Office,Under Investigation
Kolasib Rural,Mizoram,2023-07-24,0,None,Medium,27.8,2,6,4,16,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Kiphire Village,Nagaland,2023-07-24,1,Flood-related,Critical,60.0,6,4,10,32,0,1,1,12,1,5,1,Red,ASHA Worker,Under Investigation
Tuensang Village,Nagaland,2023-07-25,0,None,Medium,19.0,0,6,0,13,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Phek Rural,Nagaland,2023-07-25,0,None,Medium,26.2,8,2,6,20,0,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Kohima Rural,Nagaland,2023-07-25,1,Flood-related,Critical,59.4,12,2,2,22,0,1,1,11,3,10,1,Yellow,ASHA Worker,Verified
Bishnupur Rural,Manipur,2023-07-25,0,None,Medium,23.0,2,6,0,12,0,0,1,0,0,0,0,Green,District Health Office,Verified
Aizawl Rural,Mizoram,2023-07-25,0,None,Medium,20.4,0,12,2,34,0,0,0,0,0,0,0,Red,Clinic,Verified
Teliamura Rural,Tripura,2023-07-25,1,Weather-related,Critical,51.0,10,14,0,51,0,0,1,18,3,8,1,Red,ASHA Worker,Verified
Jiribam Village,Manipur,2023-07-25,1,Water-borne,Critical,86.0,10,6,10,43,1,1,1,16,3,9,1,Yellow,District Health Office,Under Investigation
Kolasib Rural,Mizoram,2023-07-26,1,Weather-related,High,43.4,8,10,2,34,0,0,1,6,2,7,1,Red,Community Leader,Verified
Nongpoh Village,Meghalaya,2023-07-26,0,None,Critical,52.0,2,4,10,24,0,1,1,0,0,0,1,Red,ASHA Worker,Verified
Thoubal Village,Manipur,2023-07-26,1,Weather-related,High,42.2,8,6,6,33,0,0,1,11,2,7,1,Red,ASHA Worker,Pending
Karimganj Village,Assam,2023-07-26,0,None,Medium,25.2,4,0,6,13,0,0,1,0,0,0,1,Yellow,Community Leader,Verified
Imphal Rural,Manipur,2023-07-26,0,None,Critical,55.8,4,12,4,25,1,0,1,0,0,0,1,Green,ASHA Worker,Verified
Thoubal Village,Manipur,2023-07-26,0,None,High,44.4,4,6,2,21,1,0,1,0,0,0,1,Orange,Clinic,Verified
Gangtok Rural,Sikkim,2023-07-26,0,None,Medium,21.8,2,2,4,12,0,0,1,0,0,0,0,Green,Clinic,Under Investigation
Singtam Village,Sikkim,2023-07-27,1,Flood-related,Critical,53.0,10,2,0,23,0,1,1,6,1,8,1,Red,District Health Office,Verified
Zunheboto Village,Nagaland,2023-07-27,0,None,High,31.0,6,6,0,16,0,0,1,0,0,0,1,Yellow,Clinic,Verified
Kolasib Rural,Mizoram,2023-07-27,1,Water-borne,Critical,54.2,8,4,6,38,1,0,1,8,2,7,1,Orange,Clinic,Verified
Ziro Village,Arunachal Pradesh,2023-07-27,0,None,Medium,20.4,4,0,2,7,0,0,1,0,0,0,0,Green,Clinic,Verified
Amarpur Village,Tripura,2023-07-27,1,Water-borne,Critical,53.8,6,8,4,37,1,0,1,8,1,5,1,Orange,ASHA Worker,Verified
Bishnupur Rural,Manipur,2023-07-27,0,None,High,41.8,4,6,4,18,0,1,0,0,0,0,1,Green,ASHA Worker,Verified
Silchar Village,Assam,2023-07-27,1,Water-borne,Critical,52.0,12,2,0,24,1,0,1,9,1,11,1,Yellow,Clinic,Verified
Guwahati Rural,Assam,2023-07-28,1,Flood-related,High,36.0,8,0,0,18,0,1,0,18,2,7,1,Orange,Clinic,Pending
Wokha Rural,Nagaland,2023-07-28,0,None,Medium,25.2,6,4,6,24,0,0,0,0,0,0,1,Yellow,Clinic,Verified
Bomdila Rural,Arunachal Pradesh,2023-07-28,0,None,Medium,26.0,4,2,0,11,1,0,0,0,0,0,1,Orange,Community Leader,Verified
Naharlagun Village,Arunachal Pradesh,2023-07-28,0,None,High,42.4,2,4,2,17,0,1,1,0,0,0,1,Yellow,District Health Office,Verified
Churachandpur Village,Manipur,2023-07-28,0,None,Critical,51.4,4,4,2,15,1,1,0,0,0,0,1,Green,ASHA Worker,Under Investigation
Guwahati Rural,Assam,2023-07-28,1,Water-borne,Critical,83.0,10,12,0,48,1,1,1,13,1,8,1,Orange,Clinic,Under Investigation
Ukhrul Village,Manipur,2023-07-28,0,None,Low,13.4,4,2,2,12,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Jowai Rural,Meghalaya,2023-07-29,0,None,High,32.4,0,10,2,23,1,0,0,0,0,0,1,Yellow,Clinic,Verified
Nongpoh Village,Meghalaya,2023-07-29,1,Flood-related,Critical,58.8,6,8,4,26,0,1,1,20,1,5,1,Red,Clinic,Verified
Singtam Village,Sikkim,2023-07-29,1,Water-borne,High,32.4,6,2,2,23,1,0,0,1,1,5,1,Red,Clinic,Verified
Ziro Village,Arunachal Pradesh,2023-07-29,1,Flood-related,High,45.4,10,2,2,22,0,1,0,19,2,8,1,Orange,Clinic,Pending
Tezpur Village,Arunachal Pradesh,2023-07-29,1,Water-borne,Critical,52.4,6,2,2,14,1,1,0,2,0,5,1,Yellow,ASHA Worker,Verified
Khowai Village,Tripura,2023-07-29,0,None,High,38.4,6,16,2,31,0,0,0,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Gangtok Rural,Sikkim,2023-07-29,0,None,Low,10.4,4,0,2,10,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Naharlagun Village,Arunachal Pradesh,2023-07-30,0,None,Medium,29.8,6,2,4,19,0,0,1,0,0,0,1,Green,District Health Office,Verified
Lunglei Village,Mizoram,2023-07-30,1,Weather-related,High,33.8,8,2,4,30,0,0,1,13,1,7,1,Yellow,ASHA Worker,Pending
Zunheboto Village,Nagaland,2023-07-30,0,None,Critical,51.0,4,6,20,65,0,0,1,0,0,0,1,Green,ASHA Worker,Under Investigation
Tuensang Village,Nagaland,2023-07-30,0,None,Medium,21.0,4,2,0,14,0,0,1,0,0,0,0,Green,Community Leader,Under Investigation
Zunheboto Village,Nagaland,2023-07-30,1,Water-borne,Critical,67.6,12,6,8,43,1,0,1,19,1,9,1,Orange,Clinic,Verified
Tawang Rural,Arunachal Pradesh,2023-07-30,0,None,Medium,17.0,4,6,0,12,0,0,0,0,0,0,0,Green,District Health Office,Verified
Lunglei Village,Mizoram,2023-07-30,1,Flood-related,Critical,55.0,16,2,0,36,0,1,0,17,2,13,1,Yellow,Clinic,Under Investigation
Nongpoh Village,Meghalaya,2023-07-31,0,None,Medium,24.0,4,4,0,14,0,0,1,0,0,0,0,Red,ASHA Worker,Pending
Agartala Rural,Tripura,2023-07-31,0,None,Medium,18.8,4,4,4,29,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Kolasib Rural,Mizoram,2023-07-31,1,Water-borne,Critical,68.8,10,6,4,34,1,1,0,2,2,8,1,Red,ASHA Worker,Verified
Churachandpur Village,Manipur,2023-07-31,1,Water-borne,High,37.8,6,4,4,27,1,0,0,14,2,5,1,Green,Clinic,Verified
Pasighat Rural,Arunachal Pradesh,2023-07-31,0,None,Medium,28.0,4,0,0,9,0,1,0,0,0,0,1,Green,District Health Office,Verified
Imphal Rural,Manipur,2023-07-31,0,None,High,39.2,2,2,6,12,1,0,1,0,0,0,1,Orange,Clinic,Verified
Serchhip Village,Mizoram,2023-07-31,0,None,Medium,21.8,4,6,4,31,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Kiphire Village,Nagaland,2023-08-01,0,None,Low,11.8,2,2,4,13,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Mokokchung Rural,Nagaland,2023-08-01,0,None,Medium,29.0,2,0,0,4,1,0,1,0,0,0,1,Green,Clinic,Under Investigation
Phek Rural,Nagaland,2023-08-01,1,Water-borne,Critical,66.4,10,6,2,33,1,1,0,11,3,9,1,Orange,Clinic,Verified
Lunglei Village,Mizoram,2023-08-01,1,Water-borne,High,31.0,8,0,0,19,1,0,0,5,2,7,1,Orange,ASHA Worker,Verified
Dibrugarh Rural,Assam,2023-08-01,0,None,Medium,26.4,6,8,2,35,0,0,0,0,0,0,1,Orange,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-08-01,1,Water-borne,Critical,80.4,12,6,2,28,1,1,1,1,1,9,1,Red,ASHA Worker,Under Investigation
Tawang Rural,Arunachal Pradesh,2023-08-01,0,None,High,30.0,4,8,0,16,0,0,1,0,0,0,1,Orange,Community Leader,Verified
Guwahati Rural,Assam,2023-08-02,1,Water-borne,Critical,80.2,8,8,6,41,1,1,1,3,2,7,1,Red,Clinic,Verified
Dharmanagar Rural,Tripura,2023-08-02,0,None,Medium,17.2,2,4,6,16,0,0,0,0,0,0,0,Orange,Clinic,Verified
Phek Rural,Nagaland,2023-08-02,1,Weather-related,High,45.4,12,6,2,30,0,0,1,5,3,11,1,Yellow,Clinic,Verified
Tezpur Rural,Assam,2023-08-02,0,None,Medium,15.8,4,2,4,13,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Khliehriat Village,Meghalaya,2023-08-02,0,None,High,38.2,6,6,6,29,0,0,1,0,0,0,1,Orange,Clinic,Verified
Jorethang Rural,Sikkim,2023-08-02,1,Flood-related,Critical,57.4,8,6,2,20,0,1,1,12,1,6,1,Yellow,District Health Office,Verified
Khliehriat Village,Meghalaya,2023-08-02,1,Weather-related,High,43.4,8,10,2,48,0,0,1,2,1,7,1,Red,ASHA Worker,Under Investigation
Tuensang Village,Nagaland,2023-08-03,0,None,High,30.8,4,2,4,13,1,0,0,0,0,0,1,Yellow,District Health Office,Verified
Dibrugarh Rural,Assam,2023-08-03,1,Weather-related,High,46.6,12,2,8,29,0,0,1,17,3,9,1,Orange,District Health Office,Under Investigation
Lawngtlai Village,Mizoram,2023-08-03,0,None,High,42.4,2,4,2,15,0,1,1,0,0,0,1,Yellow,Clinic,Verified
Tezpur Rural,Assam,2023-08-03,0,None,High,34.2,4,6,6,38,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Lawngtlai Village,Mizoram,2023-08-03,1,Flood-related,Critical,53.8,8,2,4,33,0,1,1,14,1,7,1,Orange,Clinic,Verified
Tezpur Rural,Assam,2023-08-03,1,Water-borne,High,41.0,8,0,0,9,1,0,1,14,1,7,1,Green,District Health Office,Verified
Senapati Rural,Manipur,2023-08-03,0,None,Medium,28.6,8,2,8,26,0,0,0,0,0,0,1,Orange,District Health Office,Verified
Tawang Rural,Arunachal Pradesh,2023-08-04,0,None,High,47.4,4,8,2,28,1,0,1,0,0,0,1,Green,ASHA Worker,Verified
Dharmanagar Rural,Tripura,2023-08-04,1,Water-borne,High,40.4,10,2,2,19,1,0,0,5,2,9,1,Red,ASHA Worker,Pending
Singtam Village,Sikkim,2023-08-04,0,None,Low,13.0,2,6,0,11,0,0,0,0,0,0,0,Green,Clinic,Pending
Churachandpur Village,Manipur,2023-08-04,1,Water-borne,High,45.0,10,0,0,16,1,0,1,7,1,9,1,Red,ASHA Worker,Verified
Champhai Rural,Mizoram,2023-08-04,1,Weather-related,High,30.8,8,0,4,26,0,0,1,14,0,6,1,Orange,ASHA Worker,Verified
Churachandpur Village,Manipur,2023-08-04,1,Flood-related,Critical,67.4,10,10,2,37,0,1,1,19,2,9,1,Red,ASHA Worker,Verified
Tezpur Rural,Assam,2023-08-04,0,None,High,35.4,4,0,2,9,1,0,1,0,0,0,1,Green,ASHA Worker,Verified
Tezpur Rural,Assam,2023-08-05,1,Water-borne,Critical,71.8,8,4,4,34,1,1,1,6,2,7,1,Orange,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-08-05,1,Weather-related,High,38.4,10,4,2,25,0,0,1,4,2,9,1,Orange,ASHA Worker,Verified
Nongpoh Village,Meghalaya,2023-08-05,1,Flood-related,High,47.4,6,2,2,17,0,1,1,8,1,5,1,Red,District Health Office,Verified
Aizawl Rural,Mizoram,2023-08-05,0,None,Low,13.0,2,6,0,13,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Aizawl Rural,Mizoram,2023-08-05,1,Weather-related,High,46.4,8,4,12,38,0,0,1,17,1,6,1,Orange,Community Leader,Verified
Serchhip Village,Mizoram,2023-08-05,0,None,High,45.0,4,8,0,18,1,0,1,0,0,0,1,Orange,ASHA Worker,Verified
Phek Rural,Nagaland,2023-08-05,1,Weather-related,High,40.8,10,4,4,36,0,0,1,2,3,9,1,Red,Clinic,Verified
Pakyong Village,Sikkim,2023-08-06,1,Weather-related,High,42.6,10,2,8,41,0,0,1,17,2,8,1,Yellow,ASHA Worker,Under Investigation
Tura Village,Meghalaya,2023-08-06,1,Community-spread,High,36.8,10,8,4,51,0,0,0,2,2,8,1,Orange,ASHA Worker,Pending
Roing Village,Arunachal Pradesh,2023-08-06,1,Flood-related,High,48.0,8,8,0,19,0,1,0,6,1,6,1,Orange,ASHA Worker,Pending
Agartala Rural,Tripura,2023-08-06,0,None,Medium,17.4,6,2,2,14,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Rangpo Rural,Sikkim,2023-08-06,0,None,Critical,50.8,6,8,14,44,0,0,1,0,0,0,1,Green,Community Leader,Verified
Jiribam Village,Manipur,2023-08-06,0,None,Medium,23.8,2,10,4,21,0,0,0,0,0,0,0,Green,Community Leader,Under Investigation
Khowai Village,Tripura,2023-08-06,1,Weather-related,High,37.4,8,6,2,29,0,0,1,7,1,6,1,Red,ASHA Worker,Pending
Aizawl Rural,Mizoram,2023-08-07,1,Water-borne,High,42.4,6,2,2,16,1,0,1,5,1,5,1,Orange,Clinic,Verified
Senapati Rural,Manipur,2023-08-07,0,None,Medium,26.0,2,8,0,17,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Kailashahar Village,Tripura,2023-08-07,1,Water-borne,High,47.6,10,2,8,44,1,0,0,15,2,8,1,Yellow,Clinic,Verified
Jorhat Village,Assam,2023-08-07,1,Water-borne,High,31.8,6,0,4,15,1,0,0,2,1,5,1,Yellow,ASHA Worker,Verified
Churachandpur Village,Manipur,2023-08-07,1,Water-borne,High,34.0,8,2,0,13,1,0,0,4,2,7,1,Orange,Clinic,Under Investigation
Kiphire Village,Nagaland,2023-08-07,0,None,Medium,20.0,2,4,0,10,0,0,1,0,0,0,0,Orange,ASHA Worker,Verified
